URL,title
https://www.cnn.com/2021/10/28/politics/jeffrey-clark-january-6/index.html,Former Justice Department official who backed unfounded voter fraud claims parts with lawyer
https://www.cnn.com/2021/10/27/politics/milley-china-hypersonic-concerning/index.html,Top US general says China hypersonic test is 'very concerning'
https://www.cnn.com/2021/10/28/politics/gop-candidates-young-guns-big-lie/index.html,12 GOP 'Young Guns' embrace Trump's election falsehoods
https://www.cnn.com/2021/10/28/politics/president-joe-biden-economic-agenda/index.html,Here's what's in the $1.75 trillion economic plan Biden will try to sell to his party
https://www.cnn.com/2021/10/28/politics/burr-sec-investigation-stock-trades/index.html,"SEC is still investigating Sen. Richard Burr for insider trading, court filings say"
https://www.cnn.com/2021/10/27/politics/larry-nassar-fbi-garland/index.html,AG Garland confirms 'new evidence' in review of decision not to prosecute FBI agents handling Nassar probe
https://www.cnn.com/2021/10/25/politics/billionaires-tax-plan-capital-gains/index.html,Here's how Democrats want to tax billionaires to pay for their social spending plans
https://www.cnn.com/2021/10/27/politics/intelligence-leaders-diversity/index.html,Intelligence leaders defend efforts to promote diversity in face of Republican attacks
https://www.cnn.com/2021/10/26/politics/secretaries-of-state-personal-threats-trump-election-lies/index.html,'It's absolutely getting worse': Secretaries of state targeted by Trump election lies live in fear for their safety and are desperate for protection
https://www.cnn.com/2021/10/26/politics/january-6-subpoena-john-eastman/index.html,January 6 committee plans to subpoena John Eastman
https://www.cnn.com/2021/10/27/politics/state-department-passport-gender/index.html,US State Department issues first passport with X gender marker
https://www.cnn.com/2021/10/26/politics/virginia-toni-morrison-beloved-mcauliffe-youngkin/index.html,Toni Morrison's 'Beloved' becomes latest flashpoint in Virginia gubernatorial race
https://www.cnn.com/2021/10/27/politics/january-6-committee-depositions/index.html,Some House depositions of people who helped plan rallies preceding Capitol attack are postponed
https://www.cnn.com/2021/10/26/politics/joe-biden-terry-mcauliffe-virginia-governors-race/index.html,Biden makes his closing pitch in Virginia by unloading on Youngkin and comparing him to Trump
https://www.cnn.com/2021/10/26/politics/marjorie-taylor-greene-january-6-riot/index.html,Marjorie Taylor Greene is now trying to justify the January 6 riot
https://www.cnn.com/2021/10/27/politics/joe-manchin-joe-biden-congress/index.html,Is Joe Manchin serious?
https://www.cnn.com/2021/10/27/politics/merrick-garland-senate-judiciary-hearing/index.html,Attorney General Merrick Garland defends memo responding to threats of violence against school board members
https://www.cnn.com/2021/10/27/politics/republicans-education-suburbs-democrats-virginia-governor-race/index.html,Democrats fight back as Republicans target education in push for suburbs
https://www.cnn.com/2021/10/27/politics/horse-patrol-investigation-slow-moving-dhs/index.html,Horse patrol investigation slow moving despite DHS promise to conclude in 'days'
https://www.cnn.com/2021/10/27/politics/billionaire-tax-manchin-biden-agenda/index.html,Manchin pushes back on billionaire tax as Democrats struggle to cut a deal on Biden agenda
https://www.cnn.com/2021/10/27/politics/capitol-rioter-with-proud-boys-ties-to-plead-guilty/index.html,"US Capitol rioter with Proud Boys ties to plead guilty, lawyer says"
https://www.cnn.com/2021/10/27/politics/ivanka-trump-jared-kushner-mccain-funeral/index.html,Did Ivanka Trump and Jared Kushner crash John McCain's funeral or not?
https://www.cnn.com/2021/10/27/politics/nicholas-kristof-oregon-governor-announcement/index.html,Former New York Times journalist Nicholas Kristof announces run for governor of Oregon
https://www.cnn.com/2021/10/27/politics/voting-rights-what-matters/index.html,Trump's 2020 fantasy is already influencing 2022
https://www.cnn.com/2021/10/27/politics/herschel-walker-mitch-mcconnell-endorsement-georgia/index.html,McConnell endorses Herschel Walker's Senate bid in sign of growing GOP establishment support
https://www.cnn.com/2021/10/27/politics/joe-manchin-coal-interests/index.html,Joe Manchin has made millions from coal. His ties are now facing examination as Democrats scramble for a climate and economic agreement
https://www.cnn.com/2021/10/27/politics/paid-leave-falls-out-of-biden-agenda/index.html,Paid leave falls out of Democratic package in urgent scramble to secure Manchin's support
https://www.cnn.com/2021/10/27/politics/durham-garland/index.html,Garland hopes 'as much as possible' of Durham report will be public
https://www.cnn.com/2021/10/27/politics/white-house-hill-state-of-play-october-27/index.html,The outstanding issues are still outstanding and a deal on Biden's agenda needs to happen today
https://www.cnn.com/2021/10/27/politics/january-6-committee-postpones-trump-record-request/index.html,January 6 committee postpones request for some records from Trump White House
https://www.cnn.com/2021/10/27/politics/mitch-mcconnell-herschel-walker-donald-trump/index.html,Why Mitch McConnell caved to Donald Trump on Herschel Walker
https://www.cnn.com/2021/10/26/politics/us-taiwan-war-game/index.html,"US has few good options if China seizes islands close to Taiwan, war game concludes"
https://www.cnn.com/2021/10/27/politics/biden-white-house-climate-actions/index.html,"White House prepares to roll out climate actions to help meet Biden's goals, with or without Congress"
https://www.cnn.com/2021/10/27/politics/no-white-house-halloween/index.html,There won't be a White House Halloween celebration this year
https://www.cnn.com/2021/10/26/politics/paid-family-leave-biden/index.html,Americans may finally get paid family leave. Here's what to know
https://www.cnn.com/2021/10/25/politics/trump-endorsed-candidates-pasts/index.html,"Trump endorsed Herschel Walker, Max Miller and Sean Parnell. They're now facing scrutiny over their pasts"
https://www.cnn.com/2013/08/20/us/bob-graham-fast-facts/index.html,Bob Graham Fast Facts
https://www.cnn.com/2021/10/25/politics/garland-school-board-senate-house-hearings/index.html,Attorney General Garland faces relentless GOP pressure after issuing memo on school board threats
https://www.cnn.com/2021/10/25/politics/wyman-election-security-job/index.html,First on CNN: Biden administration expected to name GOP official who challenged Trump's lies to key election security role
https://www.cnn.com/2021/10/26/politics/harry-enten-podcast-margins-of-error-phone-calls-polling/index.html,How the phone call is disappearing from our lives and polling
https://www.cnn.com/2021/10/26/politics/maine-vaccine-mandate-supreme-court/index.html,Supreme Court justices may have met a vaccine mandate some of them don't like
https://www.cnn.com/2021/10/26/politics/congress-reaction-facebook-legislation/index.html,Facebook revelations add new momentum to efforts to rein in Big Tech
https://www.cnn.com/2021/10/26/politics/terry-mcauliffe-voter-fraud-stacey-abrams/index.html,A Democrat just suggested voter fraud -- and no one called him on it
https://www.cnn.com/2021/10/26/politics/fanone-assault/index.html,Man charged with assaulting DC Police officer Fanone to be released
https://www.cnn.com/2021/10/26/politics/house-congressional-gold-medal-afghanistan/index.html,House votes to posthumously award the Congressional Gold Medal to 13 US service members killed in Kabul airport bombing
https://www.cnn.com/2021/10/26/politics/pentagon-isis-k-threat/index.html,Senior Pentagon official says ISIS-K could be capable of attacking US next year
https://www.cnn.com/2021/10/26/politics/donald-trump-2022-republican-party/index.html,Donald Trump won't do the 1 thing Republicans really wish he would
